ship_city_state,transaction_count,sum_trans_amount,avg_trans_amount
"eldridge, ia",2,2512.67,1256.34
"harmony, pa",3,4546.34,1515.45
"water valley, ms",2,925.66,462.83
"sea ranch, ca",1,1013.39,1013.39
"valparaiso, fl",1,1801.88,1801.88
"springfield, la",1,987.05,987.05
"stillwater, ny",4,4903.81,1225.95
"deering, nh",1,748.00,748.00
"grey eagle, mn",1,103.00,103.00
"malverne, ny",4,3771.46,942.87
"afton, va",1,911.91,911.91
"north clarendon, vt",5,7174.72,1434.94
"ben wheeler, tx",3,1474.36,491.45
"east garrison, ca",2,197.17,98.59
"lynch station, va",1,623.38,623.38
"nazareth, ky",1,210.94,210.94
"farmloop, va",1,643.42,643.42
"valley view, oh",1,1041.12,1041.12
"carrollton, il",1,963.69,963.69
"new london, ia",2,1693.00,846.50
"dayton, wa",1,1931.37,1931.37
"melba, id",1,1284.72,1284.72
"saegertown, pa",3,1782.92,594.31
"holden, mo",2,1653.00,826.50
"dawson, mn",1,2401.48,2401.48
"new hope, al",1,27.00,27.00
"halethorpe, md",3,3573.26,1191.09
"texarkana, ar",3,4521.61,1507.20
"sherman, ct",4,2831.04,707.76
"reedsport, or",2,1699.00,849.50
"vanceboro, nc",4,7310.24,1827.56
"whitley city, ky",1,756.01,756.01
"hanceville, al",1,43.20,43.20
"townsend, de",4,4101.00,1025.25
"deadwood, sd",2,1112.93,556.47
"glen jean, wv",1,1289.00,1289.00
"michigan center, mi",1,343.44,343.44
"lindsay, ok",2,788.78,394.39
"point roberts, wa",3,3709.77,1236.59
"albertson, ny",3,2042.15,680.72
"little falls, ny",1,2209.38,2209.38
"wesley chapel, nc",1,1684.52,1684.52
"north wilkesboro, nc",1,1144.90,1144.90
"moultrie, ga",2,6805.51,3402.76
"keego harbor, mi",1,707.02,707.02
"palmer lake, co",3,1331.62,443.87
"vestavia hls, al",2,1949.96,974.98
"roundup, mt",1,2688.00,2688.00
"gouldsboro, pa",1,1075.90,1075.90
"cayuga, in",1,9270.48,9270.48
"hoyleton, il",1,1276.06,1276.06
"palmyra, in",1,1041.11,1041.11
"nordland, wa",1,118.92,118.92
"cresaptown, md",1,12.72,12.72
"perkiomenville, pa",2,4087.36,2043.68
"baldwin, md",3,4339.68,1446.56
"sacremento, ca",1,10567.00,10567.00
"briarwood, nd",1,2069.91,2069.91
"stokesdale, nc",2,4002.33,2001.17
"bakersville, nc",1,29.00,29.00
"lockbourne, oh",4,2847.69,711.92
"sacramento, pa",1,718.68,718.68
"clifton heights, pa",1,2556.72,2556.72
"orick, ca",1,974.25,974.25
"aberdeen proving ground, md",2,2238.38,1119.19
"hadley, ny",1,191.53,191.53
"belle vernon, pa",1,1234.90,1234.90
"belle harbor, ny",1,140.45,140.45
"jasper, tn",3,1932.70,644.23
"orion, il",1,2619.06,2619.06
"salisbury, nh",1,839.99,839.99
"franklin furnace, oh",1,1782.49,1782.49
"big horn, wy",1,26.50,26.50
"guntown, ms",1,968.35,968.35
"newport, mn",3,2913.52,971.17
"pleasant view, tn",3,3914.09,1304.70
"burr, ne",1,1587.78,1587.78
"waterville valley, nh",2,3677.00,1838.50
"jay, vt",1,824.68,824.68
"kohler, wi",2,4001.61,2000.81
"dublin, nh",3,2995.00,998.33
"warsaw, va",1,772.90,772.90
"bells, tn",1,57.00,57.00
"rockland, wi",1,955.83,955.83
"onaga, ks",1,1850.07,1850.07
"basin, wy",1,810.61,810.61
"camp sherman, or",1,894.00,894.00
"sheridan, mt",1,808.00,808.00
"kapaau, hi",1,1201.90,1201.90
"alviso, ca",1,1179.06,1179.06
"unadilla, ny",1,1517.40,1517.40
"corvallis, mt",2,1001.00,500.50
"dalton, pa",1,737.76,737.76
"williamson, ga",1,136.96,136.96
"east rockaway, ny",2,2029.88,1014.94
"gualala, ca",1,190.94,190.94
"menard, tx",1,1532.82,1532.82
"nyc, ny",1,878.62,878.62
"simpsonville, ky",2,3064.46,1532.23
"courtland, ks",3,1335.64,445.21
"elkins, ar",1,1207.77,1207.77
"rineyville, ky",2,1663.14,831.57
"williamsburg, ma",1,994.50,994.50
"berkey, oh",1,989.92,989.92
"west columbia, tx",2,3144.67,1572.34
"orland hills, il",2,2003.88,1001.94
"hudson, me",1,1018.08,1018.08
"albion, ny",2,1585.44,792.72
"fort hood, tx",3,3668.60,1222.87
"lake george, ny",1,199.02,199.02
"wanship, ut",1,1076.86,1076.86
"desloge, mo",1,1173.00,1173.00
"pleasant gap, pa",2,1743.70,871.85
"south hackensack, nj",2,3484.50,1742.25
"worthing, sd",1,1968.78,1968.78
"salem, ct",4,3389.37,847.34
"south richmond hill, ny",2,879.72,439.86
"new kent, va",1,1187.20,1187.20
"atlanta, in",1,975.84,975.84
"elka park, ny",5,3463.56,692.71
"aledo, il",1,1977.32,1977.32
"peaks island, me",1,1087.71,1087.71
"mercerville, nj",1,190.86,190.86
"leesport, pa",2,1422.52,711.26
"taylor mill, ky",3,1898.46,632.82
"sidney, mt",1,1218.00,1218.00
"proctor, mn",2,2274.79,1137.40
"tower city, nd",1,1597.45,1597.45
"johnstown, oh",1,1644.14,1644.14
"oriskany falls, ny",1,657.00,657.00
"thaxton, ms",2,375.06,187.53
"live oak, fl",2,990.60,495.30
"north fork, ca",2,288.77,144.39
"blacksburg, sc",2,3960.93,1980.47
"whiteman afb, mo",1,1962.00,1962.00
"sugarloaf, pa",1,1656.78,1656.78
"north springfield, vt",1,50.88,50.88
"stevens, pa",1,1058.94,1058.94
"santa claus, in",1,669.00,669.00
"blackhawk, ca",2,1387.65,693.83
"north dinwiddie, va",1,1087.76,1087.76
"springer, nm",2,1905.25,952.63
"halifax, ma",1,1860.44,1860.44
"hopkinsville, ky",3,2040.79,680.26
"ellendale, tn",1,64.75,64.75
"mount vernon, ar",1,117.99,117.99
"cornville, az",5,3163.91,632.78
"orosi, ca",4,2396.37,599.09
"atkins, ar",1,1449.77,1449.77
"hope, nd",1,780.16,780.16
"west frankfort, il",1,1114.55,1114.55
"harrison, id",1,1158.58,1158.58
"salisbury, ma",1,379.00,379.00
"chevak, ak",1,2562.84,2562.84
"oak grove, ky",1,801.36,801.36
"mancos, co",2,1647.63,823.82
"greenville, il",1,963.69,963.69
"uhland, tx",4,2790.63,697.66
"paragould, ar",1,1114.35,1114.35
"camden, wv",1,1372.70,1372.70
"lincoln, mi",1,2404.00,2404.00
"point of rocks, md",1,94.34,94.34
"loon lake, ny",1,1788.48,1788.48
"colcord, ok",2,1886.60,943.30
"merkel, tx",2,1664.88,832.44
"newark, ny",1,1359.88,1359.88
"worthington, mn",2,936.36,468.18
"pembroke, va",1,1025.62,1025.62
"glenrock, pa",1,157.94,157.94
"kenesaw, ne",1,1120.41,1120.41
"delta, oh",1,1319.00,1319.00
"pond creek, ok",1,1028.00,1028.00
"eastham, ma",5,4612.21,922.44
"hiawassee, ga",1,969.42,969.42
"sanford, mi",1,1543.36,1543.36
"fraser, co",5,3638.54,727.71
"ville platte, la",2,2005.44,1002.72
"franktown, va",2,672.98,336.49
"tappahannock, va",1,1518.43,1518.43
"merrimac, wi",1,987.48,987.48
"opa locka, fl",2,7190.40,3595.20
"doswell, va",1,1267.76,1267.76
"coolidge, az",3,3541.95,1180.65
"darlington, wi",3,3077.44,1025.81
"clermont, ky",4,6599.56,1649.89
"wilson, wi",1,62.25,62.25
"catlin, il",2,1164.50,582.25
"coushatta, la",1,2022.15,2022.15
"tanner, al",1,807.84,807.84
"fox lake, il",4,1914.63,478.66
"white oak, pa",1,1158.81,1158.81
"franklin, la",1,175.48,175.48
"newfields, nh",3,1833.00,611.00
"bonner springs, ks",1,183.54,183.54
"taylor lk vlg, tx",1,1052.19,1052.19
"rosebush, mi",1,10262.92,10262.92
"lanse, mi",1,1761.72,1761.72
"mico, tx",4,2468.11,617.03
"brooklyn park, md",3,4045.04,1348.35
"hayfield, mn",2,1118.00,559.00
"hudson, ia",2,4007.14,2003.57
"lake sherwood, ca",2,1926.22,963.11
"rush, ny",1,96.12,96.12
"bellevue, oh",2,467.81,233.91
"east freedom, pa",1,189.74,189.74
"northumberland, pa",3,4475.32,1491.77
"hull, ga",1,1494.79,1494.79
"clarklake, mi",1,147.34,147.34
"mtn green, ut",1,1481.49,1481.49
"edwardsville, pa",1,856.48,856.48
"lake worth beach, fl",3,3403.67,1134.56
"oneida, tn",1,663.15,663.15
"holloman afb, nm",1,1610.63,1610.63
"cornelia, ga",1,728.00,728.00
"old forge, pa",2,2580.04,1290.02
"st michael, mn",1,106.30,106.30
"campobello, sc",2,1857.66,928.83
"mesa verde, co",1,757.00,757.00
"princeville, hi",1,1001.00,1001.00
"alexander city, al",1,858.61,858.61
"eldon, mo",1,1245.00,1245.00
"welch, mn",2,115.70,57.85
"millstadt, il",3,3265.06,1088.35
"hudson, il",1,667.25,667.25
"salina, ut",1,730.17,730.17
"hillsboro, va",2,2588.52,1294.26
"montebello, ny",1,2574.99,2574.99
"saginaw, mn",1,149.00,149.00
"mission woods, ks",1,542.70,542.70
"nevada, mo",1,2341.00,2341.00
"alexandria bay, ny",1,719.28,719.28
"chelsea, al",3,2685.96,895.32
"cylinder, ia",1,116.63,116.63
"loch arbour, nj",1,959.62,959.62
"bovey, mn",1,2282.85,2282.85
"alfred, me",1,524.34,524.34
"wpafb, oh",1,1234.03,1234.03
"hartford, al",1,2192.40,2192.40
"grosse ile, mi",3,2943.62,981.21
"vinings, ga",1,958.24,958.24
"lawrenceville, va",2,1269.92,634.96
"taberg, ny",1,738.41,738.41
"brookville, in",1,913.78,913.78
"scandia, mn",1,926.63,926.63
"central square, ny",2,2935.44,1467.72
"boulder junction, wi",1,3293.71,3293.71
"montrose, pa",2,1052.57,526.29
"mountain view, wy",3,2627.10,875.70
"blanchardville, wi",1,1882.12,1882.12
"pulaski, pa",1,574.52,574.52
"virginia city, mt",1,837.00,837.00
"anniston, al",1,2074.69,2074.69
"merlin, or",2,80.00,40.00
"watertown, wi",1,926.29,926.29
"veazie, me",1,841.89,841.89
"vanceburg, ky",1,159.00,159.00
"woodacre, ca",1,161.29,161.29
"halifax, va",2,1568.99,784.50
"altmar, ny",1,947.16,947.16
"middletown, ia",1,138.03,138.03
"onchiota, ny",1,894.24,894.24
"sulphur, ok",2,6649.00,3324.50
"mertztown, pa",4,2661.66,665.42
"caribou, me",1,443.10,443.10
"pearblossom, ca",1,328.50,328.50
"patuxent river, md",2,1202.08,601.04
"woodstock, ct",1,762.53,762.53
"jarrettsville, md",3,3385.64,1128.55
"bushkill, pa",2,1857.12,928.56
"greensburg, in",1,41.73,41.73
"albion, me",2,1314.53,657.27
"sidney, ny",1,1658.88,1658.88
"moutain view, ca",1,108.03,108.03
"fort polk, la",1,1462.01,1462.01
"wellford, sc",4,2073.65,518.41
"savanna, il",1,1043.37,1043.37
"hibernia, nj",1,1644.00,1644.00
"wheatland, wy",1,529.00,529.00
"rutledge, tn",1,1623.20,1623.20
"big stone gap, va",1,380.13,380.13
"webb city, mo",4,4541.00,1135.25
"wayne, me",3,2066.74,688.91
"lackawanna, ny",1,769.95,769.95
"landing, nj",1,996.94,996.94
"glencoe, al",1,1602.72,1602.72
"jewett, ny",4,2441.65,610.41
"lincoln park, mi",1,1136.32,1136.32
"pascoag, ri",3,2036.21,678.74
"cleveland, nm",1,60.86,60.86
"otis orchards, wa",4,4128.35,1032.09
"williamstown, vt",1,686.88,686.88
"west mifflin, pa",2,2468.49,1234.25
"cedartown, ga",1,180.83,180.83
"benton, tn",1,233.77,233.77
"belgrade, mn",1,1480.47,1480.47
"woodlawn, md",1,886.16,886.16
"pomfret, vt",3,2623.50,874.50
"holly hill, fl",2,2815.86,1407.93
"bluefield, wv",1,1041.11,1041.11
"dayton, tn",2,3619.55,1809.78
"chisholm, mn",1,286.05,286.05
"weatherby lake, mo",1,1362.00,1362.00
"boiling springs, pa",1,2258.86,2258.86
"brodheadsville, pa",1,1322.88,1322.88
"hauser, id",1,1030.32,1030.32
"chimacum, wa",2,3145.36,1572.68
"fischer, tx",1,1205.90,1205.90
"rogersville, mo",1,29.00,29.00
"knob noster, mo",1,694.00,694.00
"egremont, ma",3,2645.63,881.88
"belleville, ny",1,1293.84,1293.84
"fort montgomery, ny",1,1082.33,1082.33
"micanopy, fl",3,1998.76,666.25
"proctor, vt",1,1162.82,1162.82
"jacksonville, vt",1,496.08,496.08
"bryant pond, me",1,369.25,369.25
"buffalo, ia",1,1265.81,1265.81
"conrad, ia",1,1301.12,1301.12
"ketchikan, ak",1,107.69,107.69
"kealakekua, hi",2,2223.52,1111.76
"penndel, pa",2,1016.22,508.11
"canton, sd",1,1328.06,1328.06
"fort drum, ny",2,4477.68,2238.84
"kirkwood, pa",3,2540.82,846.94
"cleveland, ok",2,3649.75,1824.88
"sharon springs, ks",1,1081.45,1081.45
"sandusky, mi",1,853.30,853.30
"makawao, hi",2,3080.10,1540.05
"buena, nj",1,190.86,190.86
"rimforest, ca",1,1360.88,1360.88
"hinsdale, ma",1,21.25,21.25
"manchester, pa",1,286.20,286.20
"dexter, ny",1,116.64,116.64
"tatamy, pa",1,761.08,761.08
"bay harbor, mi",1,1248.68,1248.68
"danielsville, ga",1,1932.42,1932.42
"alden, ny",3,2599.11,866.37
"lathrup village, mi",1,789.70,789.70
"gallipolis ferry, wv",1,104.94,104.94
"west decatur, pa",1,149.00,149.00
"blanchester, oh",1,1225.49,1225.49
"witt, il",1,1871.06,1871.06
"mt. crested butte, co",2,10983.92,5491.96
"harpersville, al",1,1858.68,1858.68
"sugar grove, oh",2,2121.41,1060.71
"boonville, in",1,589.00,589.00
"evanston, wy",1,971.25,971.25
"peshtigo, wi",1,1061.33,1061.33
"chester, pa",2,5825.76,2912.88
"baudette, mn",1,807.97,807.97
"marshal, mn",1,1572.13,1572.13
"alamo, ga",1,3127.68,3127.68
"eastlake, co",1,6168.73,6168.73
"hobart, wi",2,2126.89,1063.45
"glendive, mt",2,1664.00,832.00
"delaplane, va",1,2143.91,2143.91
"waquoit, ma",1,147.69,147.69
"box springs, ga",2,2241.00,1120.50
"deale, md",1,1639.82,1639.82
"huntington park, ca",2,3406.72,1703.36
"hurlburt field, fl",2,5413.63,2706.82
"boscawen, nh",1,993.00,993.00
"portland, ct",2,2974.61,1487.31
"adrian, pa",1,992.16,992.16
"fort sam houston, tx",2,299.86,149.93
"cresco, ia",1,1945.26,1945.26
"west end, nc",1,853.86,853.86
"hurst, il",1,827.69,827.69
"redwood estates, ca",1,565.27,565.27
"mayetta, ks",1,579.42,579.42
"amissville, va",3,3662.61,1220.87
"mount pleasant, ia",1,405.53,405.53
"dolton, il",1,1026.38,1026.38
"lake ann, mi",1,856.48,856.48
"sumas, wa",1,1280.39,1280.39
"fall creek, wi",1,2602.68,2602.68
"willard, ut",1,957.02,957.02
"millersburg, pa",2,2718.90,1359.45
"brooklyn, md",1,83.74,83.74
"hildebran, nc",2,3373.30,1686.65
"cataumet, ma",3,3850.50,1283.50
"perryton, tx",2,1995.05,997.53
"colfax, ia",1,1083.91,1083.91
"enosburg falls, vt",2,3264.80,1632.40
"stillwater, pa",1,1286.84,1286.84
"loretto, tn",1,3067.51,3067.51
"hebron, nh",1,379.00,379.00
"weybridge, vt",3,1300.62,433.54
"greenville, in",1,238.61,238.61
"bartonsville, pa",1,94.34,94.34
"new freedom, pa",6,6513.70,1085.62
"prospect park, pa",1,51.94,51.94
"atglen, pa",1,6203.12,6203.12
"omro, wi",1,659.40,659.40
"albion, ne",1,811.30,811.30
"siletz, or",1,1077.00,1077.00
"snow shoe, pa",1,187.62,187.62
"lexington, ok",2,1431.27,715.64
"rancho murieta, ca",1,837.22,837.22
"three forks, mt",1,1807.00,1807.00
"sinclair, wy",2,2104.10,1052.05
"marcellus, ny",2,2210.76,1105.38
"otis, or",1,759.00,759.00
"lonsdale, mn",1,1240.18,1240.18
"seville, oh",3,7412.72,2470.91
"pleasantville, nj",1,2912.99,2912.99
"mills, wy",2,22878.67,11439.34
"fairhop, al",1,814.32,814.32
"clinton, in",2,1897.11,948.56
"freemont, ca",1,911.77,911.77
"pelican rapids, mn",1,1321.79,1321.79
"bunnlevel, nc",1,1107.45,1107.45
"whiteford, md",1,248.04,248.04
"pascagoula, ms",1,1916.37,1916.37
"cedar hill, tn",1,733.13,733.13
"junction, tx",1,2031.85,2031.85
"berlin, nj",6,4234.07,705.68
"grand blank, mi",1,109.18,109.18
"slaton, tx",1,992.66,992.66
"benton, me",1,1234.35,1234.35
"lake wales, fl",1,970.49,970.49
"jb mdl, nj",1,9347.49,9347.49
"ashville, al",1,5151.60,5151.60
"tontitown, ar",1,1211.08,1211.08
"webster, nh",2,3882.00,1941.00
"walburg, tx",1,115.82,115.82
"woodlawn, tn",2,4904.85,2452.43
"south rockwood, mi",1,126.14,126.14
"graceville, fl",1,1767.30,1767.30
"livermore falls, me",2,923.13,461.57
"mackinaw, il",1,137.06,137.06
"wrightstown, nj",1,2409.72,2409.72
"beaver springs, pa",1,1938.74,1938.74
"lauderdale lakes, fl",2,651.06,325.53
"sedalia, ky",1,1141.62,1141.62
"vickery, oh",1,190.91,190.91
"coleman, mi",1,429.30,429.30
"capo beach, ca",1,2523.50,2523.50
"sparks glencoe, md",2,733.52,366.76
"oologah, ok",2,231.79,115.90
"eielson afb, ak",2,5667.09,2833.55
"ehrenberg, az",1,507.87,507.87
"cambridge, vt",3,1248.27,416.09
"winchester, tn",2,1792.80,896.40
"oak harbor, oh",1,848.00,848.00
"toutle, wa",3,2497.73,832.58
"lihue, hi",4,3266.17,816.54
"lavaca, ar",1,843.68,843.68
"algonac, mi",1,1593.18,1593.18
"friendship, md",5,1135.40,227.08
"greendale, in",1,46.01,46.01
"hilo, hi",2,1946.99,973.50
"amboy, il",1,1068.87,1068.87
"roaming shores, oh",4,6781.82,1695.46
"glens falls, ny",5,4611.70,922.34
"martins add, md",1,20.14,20.14
"choctaw, ms",3,1374.95,458.32
"new middletown, oh",1,172.00,172.00
"cosmopolis, wa",2,1531.13,765.57
"strafford, vt",1,1999.16,1999.16
"carrabassett valley, me",1,1203.76,1203.76
"aylett, va",1,879.26,879.26
"phelan, ca",3,3463.09,1154.36
"claysburg, pa",1,104.94,104.94
"montpelier, id",2,1585.76,792.88
"springville, in",2,1682.00,841.00
"agency, ia",1,2329.39,2329.39
"wasilla, ak",2,6416.00,3208.00
"colmar manor, md",1,623.28,623.28
"haysville, ks",2,2180.04,1090.02
"edwards afb, ca",1,2130.62,2130.62
"hot springs village, ar",2,3695.43,1847.72
"broad brook, ct",3,2035.54,678.51
"spruce head, me",1,124.49,124.49
"harwood heights, il",2,283.69,141.85
"sanger, ca",2,2945.36,1472.68
"breckenridge, mn",2,691.48,345.74
"folsom, pa",3,2592.76,864.25
"temple, pa",2,2016.12,1008.06
"narbeth, pa",1,677.08,677.08
"wetumpka, al",1,1478.52,1478.52
"new lothrop, mi",2,2644.70,1322.35
"covington township, pa",1,287.00,287.00
"loudonville, oh",1,179.00,179.00
"cresson, tx",1,539.10,539.10
"lewisburg, tn",1,50.26,50.26
"abilene, ks",3,322.98,107.66
"aldan, pa",2,1313.34,656.67
"union hall, va",2,997.19,498.60
"eastport, ny",1,2470.12,2470.12
"newaygo, mi",2,1987.50,993.75
"weathersfield, ct",1,6265.08,6265.08
"nespelem, wa",1,5423.76,5423.76
"cecil, pa",1,948.00,948.00
"corinth, ny",1,1934.56,1934.56
"star city, ar",1,1112.86,1112.86
"mendon, ut",1,886.68,886.68
"sparta, nc",2,617.00,308.50
"west jefferson, nc",3,3941.88,1313.96
"marysville, ca",1,106.09,106.09
"remington, in",2,2639.69,1319.85
"manteo, nc",1,627.69,627.69
"allerton, ia",1,970.49,970.49
"baggs, wy",1,379.00,379.00
"marysville, mi",2,1897.40,948.70
"garden city, ga",1,5085.00,5085.00
"ronan, mt",4,7586.00,1896.50
"saint albans, ny",3,3482.77,1160.92
"bucyrus, oh",2,2464.61,1232.31
"point pleasant, nj",1,1976.83,1976.83
"selkirk, ny",2,2050.92,1025.46
"port isabel, tx",1,107.17,107.17
"pilot point, tx",2,139.65,69.83
"camby, in",4,5870.91,1467.73
"brownsboro, al",1,894.24,894.24
"moyie springs, id",1,1836.98,1836.98
"russellville, tn",1,846.47,846.47
"park forest, il",1,990.25,990.25
"brashear, tx",1,961.26,961.26
"sautee nacoochee, ga",2,508.68,254.34
"anna, oh",1,159.80,159.80
"briarwood, ny",2,875.35,437.68
"enoch, ut",1,1064.18,1064.18
"millersville, pa",2,4678.74,2339.37
"west middlesex, pa",1,1325.00,1325.00
"adams, or",1,2630.62,2630.62
"custer, wa",1,64.07,64.07
"mifflinburg, pa",1,2046.86,2046.86
"gibson city, il",2,1578.87,789.44
"mount olive, nc",1,404.58,404.58
"bruington, va",1,2837.84,2837.84
"belleville, ks",1,107.91,107.91
"cuero, tx",1,1177.76,1177.76
"clyde, ny",1,994.00,994.00
"fairbank, ia",3,360.59,120.20
"lilly, pa",1,815.14,815.14
"galena, mo",1,1128.00,1128.00
"grand beach, mi",1,781.22,781.22
"lincolnville, me",2,2385.35,1192.68
"dillwyn, va",1,1812.21,1812.21
"strong, me",1,93.90,93.90
"west jefferson, oh",1,926.62,926.62
"woodlawn, il",1,1079.50,1079.50
"belen, nm",1,973.63,973.63
"montour falls, ny",1,457.92,457.92
"troy, tn",1,1068.97,1068.97
"pawnee, il",1,1668.12,1668.12
"eureka springs, ar",1,1011.72,1011.72
"ojai, california",1,126.56,126.56
"west leechburg, pa",1,856.48,856.48
"ulysses, ks",1,4144.70,4144.70
"winlock, wa",1,1489.79,1489.79
"mount royal, nj",1,264.43,264.43
"bayside, ca",1,1262.94,1262.94
"jasper, tx",1,2287.32,2287.32
"aliquippa, pa",2,1073.78,536.89
"national park, nj",1,1682.54,1682.54
"lewisburg, wv",2,278.00,139.00
"watersmeet, mi",1,868.00,868.00
"morton, il",2,2394.88,1197.44
"walhalla, sc",2,2062.76,1031.38
"robins, ia",2,1721.63,860.82
"kindred, nd",2,2857.89,1428.95
"custer city, ok",1,1492.00,1492.00
"neche, nd",1,896.66,896.66
"castle rock, wa",1,182.18,182.18
"sergeant bluff, ia",4,3319.14,829.79
"suquamish, wa",3,11607.06,3869.02
"bondsville, ma",1,1299.44,1299.44
"west reading, pa",2,1369.34,684.67
"fremont, nc",3,1625.81,541.94
"glen alpine, nc",1,888.16,888.16
"hamilton square, nj",1,966.02,966.02
"the plains, oh",1,855.86,855.86
"turnersville, nj",2,1485.29,742.65
"alverton, pa",1,57.00,57.00
"yarmouth port, ma",4,2402.31,600.58
"rosemont, il",2,337.87,168.94
"lisbon, me",2,1730.86,865.43
"litchfield, mn",1,321.00,321.00
"albertville, al",1,2293.92,2293.92
"walcott, ia",1,1154.53,1154.53
"mooresville, in",1,2179.59,2179.59
"johnstown, ny",1,1431.00,1431.00
"zuni, nm",1,879.62,879.62
"maynardville, tn",1,399.86,399.86
"mt crested butte, co",3,3548.78,1182.93
"denmark, wi",1,1092.00,1092.00
"barneveld, wi",1,698.41,698.41
"leeds, me",2,495.86,247.93
"eagle springs, nc",2,1884.27,942.14
"wade, nc",3,3980.40,1326.80
"englewood, co, co",1,1247.00,1247.00
"effingham, sc",1,1043.28,1043.28
"mendenhall, ms",1,581.01,581.01
"wabasha, mn",1,502.52,502.52
"hamburg, ar",1,3024.01,3024.01
"millwaukee, wi",1,12.66,12.66
"southwest ranches, fl",2,2269.47,1134.74
"providence forge, va",1,1338.78,1338.78
"elmira, mi",2,1555.02,777.51
"irvine, ky",1,2485.70,2485.70
"terrell, nc",1,2243.79,2243.79
"dade city, fl",2,1330.01,665.01
"hyde park, ut",3,2506.54,835.51
"lyons, or",1,213.00,213.00
"linesville, pa",1,1179.78,1179.78
"reno, tx",1,1643.24,1643.24
"orchard lake, mi",1,157.94,157.94
"schiller park, il",1,984.94,984.94
"crosslake, mn",1,95.56,95.56
"shady shores, tx",1,323.67,323.67
"bernardston, ma",2,1309.00,654.50
"honey grove, tx",1,103.00,103.00
"margate city, nj",1,890.32,890.32
"robesonia, pa",3,1681.16,560.39
"ahsahka, id",1,143.76,143.76
"chesapeake, oh",1,61.13,61.13
"gatesville, tx",4,4764.09,1191.02
"falconer, ny",1,2467.80,2467.80
"alexandria, ky",2,2327.76,1163.88
"trout valley, il",1,1588.44,1588.44
"hereford, tx",2,2393.41,1196.71
"saint albans, me",1,1231.18,1231.18
"lake andes, sd",1,3147.54,3147.54
"nambe pueblo, nm",1,1267.80,1267.80
"utica, mi",1,147.34,147.34
"runnemede, nj",2,3592.19,1796.10
"chatsworth, ga",1,546.48,546.48
"milledgeville, il",1,1522.56,1522.56
"acworth, nh",1,299.00,299.00
"bartonville, il",1,1266.50,1266.50
"girdletree, md",1,1039.86,1039.86
"el lago, tx",1,128.82,128.82
"lakeland, ga",1,1000.08,1000.08
"hogansburg, ny",1,1368.00,1368.00
"junction, ut",1,1330.49,1330.49
"blandon, pa",1,2339.42,2339.42
"roosevelt isl, ny",1,75.12,75.12
"kenton, oh",2,3167.10,1583.55
"margaretville, ny",1,978.48,978.48
"lewiston, ut",2,489.83,244.92
"fulton, ny",2,2044.44,1022.22
"belden, ms",1,1451.99,1451.99
"fairfield, va",1,1496.31,1496.31
"parsonsfield, me",2,2942.39,1471.20
"andover, oh",1,34.06,34.06
"great river, ny",4,4050.63,1012.66
"southgate, ky",1,1630.28,1630.28
"wathena, ks",2,2346.86,1173.43
"okauchee, wi",2,1657.95,828.98
"whitesburg, ky",2,1397.08,698.54
"alvord, tx",1,1864.06,1864.06
"anthony, tx",1,1467.87,1467.87
"gonzales, tx",2,1113.90,556.95
"powells point, nc",1,4871.00,4871.00
"dauphin, pa",1,1032.44,1032.44
"olympia fields, il",1,2953.75,2953.75
"angels camp, ca",2,2746.67,1373.34
"fairdale, ky",1,1185.08,1185.08
"sharonville, oh",2,2819.59,1409.80
"intl falls, mn",1,1014.24,1014.24
"limestone, tn",1,1053.39,1053.39
"bloomfield, in",1,405.53,405.53
"waupun, wi",1,389.30,389.30
"wantage, nj",5,4209.55,841.91
"ashaway, ri",1,1501.21,1501.21
"dandridge, tn",2,3615.16,1807.58
"brooklet, ga",3,2043.36,681.12
"medanales, nm",2,913.79,456.90
"port saint joe, fl",1,1693.81,1693.81
"evansville, wy",1,1094.10,1094.10
"owen, wi",1,996.97,996.97
"hedgesville, wv",3,1884.68,628.23
"rappahannock academy, va",2,3001.05,1500.53
"warnerville, ny",1,96.12,96.12
"moro, il",2,1907.19,953.60
"centralia, il",1,2509.62,2509.62
"parnell, ia",1,750.07,750.07
"social circle, ga",1,532.86,532.86
"jay, fl",1,195.81,195.81
"winter park, co",1,1197.26,1197.26
"switzerland, fl",1,982.99,982.99
"hertford, nc",1,1040.81,1040.81
"mount bethel, pa",1,1293.20,1293.20
"hillsdale, mi",2,2739.04,1369.52
"rtp, nc",1,52.46,52.46
"saint charles, mi",1,1472.34,1472.34
"harlan, ky",1,1785.04,1785.04
"ashfield, ma",1,689.56,689.56
"andice, tx",2,2089.22,1044.61
"parsons, ks",1,54.01,54.01
"harbor beach, mi",2,618.00,309.00
"ambridge, pa",2,6337.74,3168.87
"salem, in",1,1058.23,1058.23
"columbia, nj",1,1479.95,1479.95
"pleasant hill, or",1,1613.00,1613.00
"chesaning, mi",1,1035.62,1035.62
"brawley, ca",3,2893.09,964.36
"lac du flambeau, wi",1,387.45,387.45
"grovertown, in",1,1342.85,1342.85
"clear lake, sd",1,997.90,997.90
"pentwater, mi",1,802.42,802.42
"west yarmouth, ma",1,677.88,677.88
"nebraska city, ne",1,1737.20,1737.20
"hindman, ky",1,212.00,212.00
"waterford, vt",1,1170.24,1170.24
"marcola, or",1,1107.00,1107.00
"mokelumne hill, ca",1,620.98,620.98
"elkton, or",1,1765.00,1765.00
